trial_number,lower_body_scale,upper_body_ratio,upper_body_scale,survival_rate,success_rate,optimization_value,mean_lin_vel_err,max_lin_vel_err,mean_ang_vel_err,max_ang_vel_err,checkpoint_used,stiff_mult,damp_mult,state,duration_seconds,experiment_name,timestamp
18,1.177501454176437,0.22807481366811352,0.26855842475522357,98.0,97.0,0.839463010023749,0.306,0.6106,0.16,0.4189,best,0.25,4.0,COMPLETE,1151.092358,optuna_g1_stiff0.25x_damp4.0x_lb1.18_ub0.27_20260129_173820,2026-01-29T17:57:31.098484
19,2.262964649885144,0.14044077216595308,0.3178125028141253,89.0,89.0,0.7816428482002005,0.237,0.3795,0.1991,0.3057,best,0.25,4.0,COMPLETE,1243.66742,optuna_g1_stiff0.25x_damp4.0x_lb2.26_ub0.32_20260129_175731,2026-01-29T18:18:14.776202
20,0.4465699044458449,0.5630247876227513,0.25142992560933414,84.0,0.0,0.4143779816153252,0.5418,0.9382,0.5945,1.0082,latest,0.25,4.0,COMPLETE,1177.837393,optuna_g1_stiff0.25x_damp4.0x_lb0.45_ub0.25_20260129_181814,2026-01-29T18:37:52.624842
21,1.000471499232427,0.1404130850808606,0.14047928974269894,97.0,97.0,0.8319930305954653,0.3013,0.5124,0.164,0.2366,best,0.25,4.0,COMPLETE,1196.266964,optuna_g1_stiff0.25x_damp4.0x_lb1.00_ub0.14_20260129_183752,2026-01-29T18:57:48.903187
22,1.378674833492306,0.2194133137578805,0.302499613811141,97.0,97.0,0.8829058236972152,0.2121,0.3341,0.1552,0.2037,best,0.25,4.0,COMPLETE,1277.590743,optuna_g1_stiff0.25x_damp4.0x_lb1.38_ub0.30_20260129_185748,2026-01-29T19:19:06.506166
23,1.9251539718640902,0.4563017181468282,0.8784510650587749,92.0,20.0,0.7012017248579899,0.4139,0.7231,0.2251,0.4021,latest,0.25,4.0,COMPLETE,1162.09256,optuna_g1_stiff0.25x_damp4.0x_lb1.93_ub0.88_20260129_191906,2026-01-29T19:38:28.610704
24,1.4492025692648043,0.0026552550284370327,0.003848002409264239,91.0,90.0,0.7991831649889966,0.2521,0.4928,0.1815,0.2694,best,0.25,4.0,COMPLETE,1203.387718,optuna_g1_stiff0.25x_damp4.0x_lb1.45_ub0.00_20260129_193828,2026-01-29T19:58:32.008339
25,0.9809992391614999,0.2151607914281316,0.21107257268838328,54.0,21.0,0.39380970307289814,0.4691,0.7491,0.2283,0.4459,best,0.25,4.0,COMPLETE,1266.10515,optuna_g1_stiff0.25x_damp4.0x_lb0.98_ub0.21_20260129_195832,2026-01-29T20:19:38.125633
26,0.49259716708713863,0.9558695603915572,0.47085863755370966,37.0,0.0,0.19771716278939577,0.4524,0.7844,0.6074,1.0084,best,0.25,4.0,COMPLETE,1207.84006,optuna_g1_stiff0.25x_damp4.0x_lb0.49_ub0.47_20260129_201938,2026-01-29T20:39:45.975810
27,2.57779430841207,0.30240831031603777,0.7795464211491933,95.0,95.0,0.8349312075458467,0.236,0.4502,0.1989,0.2831,best,0.25,4.0,COMPLETE,1258.973079,optuna_g1_stiff0.25x_damp4.0x_lb2.58_ub0.78_20260129_203945,2026-01-29T21:00:44.961760
28,2.0392781075357487,0.5035763748306338,1.0269322766643276,86.0,85.0,0.6878663659572581,0.3632,0.6005,0.2101,0.2622,best,0.25,4.0,COMPLETE,1259.247581,optuna_g1_stiff0.25x_damp4.0x_lb2.04_ub1.03_20260129_210044,2026-01-29T21:21:44.220731
29,1.449488110938399,0.16608646399647753,0.24074035495069263,96.0,70.0,0.7948367981960079,0.3485,0.6329,0.168,0.2468,best,0.25,4.0,COMPLETE,1234.21622,optuna_g1_stiff0.25x_damp4.0x_lb1.45_ub0.24_20260129_212144,2026-01-29T21:42:18.452574
30,1.3384012175382471,0.2749702854371978,0.3680205648159849,94.0,94.0,0.8433489890941135,0.2349,0.4196,0.1586,0.3423,best,0.25,4.0,COMPLETE,1266.795755,optuna_g1_stiff0.25x_damp4.0x_lb1.34_ub0.37_20260129_214218,2026-01-29T22:03:25.258823
31,1.3329586263790565,0.29703335288400223,0.3959331700490252,64.0,0.0,0.4032219799994525,0.5212,1.026,0.3541,0.8306,best,0.25,4.0,COMPLETE,1274.88253,optuna_g1_stiff0.25x_damp4.0x_lb1.33_ub0.40_20260129_220325,2026-01-29T22:24:40.153928
32,1.0816116263112063,0.12787632416308697,0.1383125189447355,75.0,69.0,0.6112249813173477,0.3782,0.6701,0.1562,0.2099,best,0.25,4.0,COMPLETE,1209.536288,optuna_g1_stiff0.25x_damp4.0x_lb1.08_ub0.14_20260129_222440,2026-01-29T22:44:49.702340
33,0.7728765021807678,0.002501490815884806,0.001933343472018364,32.0,2.0,0.17255390169363888,0.5145,0.919,0.5217,0.9777,best,0.25,4.0,COMPLETE,1277.786922,optuna_g1_stiff0.25x_damp4.0x_lb0.77_ub0.00_20260129_224449,2026-01-29T23:06:07.498590
34,0.4040826571269194,0.3542928259880934,0.14316358652627406,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,0.25,4.0,PRUNED,228.758217,optuna_g1_stiff0.25x_damp4.0x_lb0.40_ub0.14_20260129_230607,2026-01-29T23:09:56.264665
35,1.6219027255691387,0.6435176970798713,1.0437231068458186,100.0,9.0,0.7582073818373991,0.4551,0.7641,0.1847,0.2583,latest,0.25,4.0,COMPLETE,1260.065825,optuna_g1_stiff0.25x_damp4.0x_lb1.62_ub1.04_20260129_230956,2026-01-29T23:30:56.340137
36,1.8725624481104473,1.2847241122789905,2.4057261288356675,81.0,40.0,0.6580116964362078,0.3486,0.6848,0.2024,0.4559,best,0.25,4.0,COMPLETE,1231.048562,optuna_g1_stiff0.25x_damp4.0x_lb1.87_ub2.41_20260129_233056,2026-01-29T23:51:27.400608
37,0.04963009407959018,0.26086980736261267,0.012946993081931034,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,0.25,4.0,PRUNED,196.125906,optuna_g1_stiff0.25x_damp4.0x_lb0.05_ub0.01_20260129_235127,2026-01-29T23:54:43.540126
38,0.9165272699534527,1.7537673138193877,1.6073755682684834,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,0.25,4.0,PRUNED,224.458365,optuna_g1_stiff0.25x_damp4.0x_lb0.92_ub1.61_20260129_235443,2026-01-29T23:58:28.006526
39,2.885879965461792,0.42526072586061514,1.2272514088588886,99.0,99.0,0.9068045670687093,0.1841,0.3298,0.1734,0.2269,best,0.25,4.0,COMPLETE,1193.560491,optuna_g1_stiff0.25x_damp4.0x_lb2.89_ub1.23_20260129_235828,2026-01-30T00:18:21.577408
40,2.8877819222428114,0.4006737319948468,1.1570583599722797,94.0,94.0,0.8010192789505151,0.289,0.4881,0.193,0.2849,latest,0.25,4.0,COMPLETE,1237.820541,optuna_g1_stiff0.25x_damp4.0x_lb2.89_ub1.16_20260130_001821,2026-01-30T00:38:59.411688
41,3.1032995441985007,0.16003888932345428,0.49664861229150997,92.0,92.0,0.8510565579223272,0.1556,0.2759,0.1802,0.2641,best,0.25,4.0,COMPLETE,1268.027519,optuna_g1_stiff0.25x_damp4.0x_lb3.10_ub0.50_20260130_003859,2026-01-30T01:00:07.449301
42,3.2150707553937585,0.09807036474255257,0.3153031616545799,100.0,100.0,0.880968033692016,0.2093,0.3614,0.2223,0.2792,latest,0.25,4.0,COMPLETE,1163.761064,optuna_g1_stiff0.25x_damp4.0x_lb3.22_ub0.32_20260130_010007,2026-01-30T01:19:31.220472
43,3.6680099464954665,0.08724587902347063,0.32001875204883046,100.0,100.0,0.9109297541615207,0.179,0.3001,0.1898,0.2693,best,0.25,4.0,COMPLETE,1196.989857,optuna_g1_stiff0.25x_damp4.0x_lb3.67_ub0.32_20260130_011931,2026-01-30T01:39:28.221332
44,3.7808106404332302,0.42433669568921073,1.6043366941880455,99.0,99.0,0.8606635508868278,0.236,0.4641,0.2183,0.3225,best,0.25,4.0,COMPLETE,1257.94462,optuna_g1_stiff0.25x_damp4.0x_lb3.78_ub1.60_20260130_013928,2026-01-30T02:00:26.179812
45,3.5451249507223093,0.09024590752690254,0.3199330184742004,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,0.25,4.0,PRUNED,199.221183,optuna_g1_stiff0.25x_damp4.0x_lb3.55_ub0.32_20260130_020026,2026-01-30T02:03:45.409141
46,3.9879946562665296,1.0019567926397448,3.9957983348572537,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,0.25,4.0,PRUNED,199.713217,optuna_g1_stiff0.25x_damp4.0x_lb3.99_ub4.00_20260130_020345,2026-01-30T02:07:05.129615
47,3.307868262241078,0.8654912223609827,2.8629309456961307,89.0,89.0,0.7030706410054653,0.2718,0.5133,0.3248,0.5552,best,0.25,4.0,COMPLETE,1269.049465,optuna_g1_stiff0.25x_damp4.0x_lb3.31_ub2.86_20260130_020705,2026-01-30T02:28:14.187560
48,3.0101356622879747,0.21453064552271933,0.6457663467415975,100.0,100.0,0.870946558730989,0.243,0.5003,0.2076,0.3761,best,0.25,4.0,COMPLETE,1274.512793,optuna_g1_stiff0.25x_damp4.0x_lb3.01_ub0.65_20260130_022814,2026-01-30T02:49:28.709138
49,2.72695053984181,0.5139511536543437,1.4015193759100337,85.0,85.0,0.7279649171226198,0.2408,0.3934,0.2383,0.3024,best,0.25,4.0,COMPLETE,1244.385528,optuna_g1_stiff0.25x_damp4.0x_lb2.73_ub1.40_20260130_024928,2026-01-30T03:10:13.103649
