trial_number,lower_body_scale,upper_body_ratio,upper_body_scale,survival_rate,success_rate,optimization_value,mean_lin_vel_err,max_lin_vel_err,mean_ang_vel_err,max_ang_vel_err,checkpoint_used,stiff_mult,damp_mult,state,duration_seconds,experiment_name,timestamp
17,0.5662532317931339,0.8633482802667443,0.48887375386408827,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,213.324667,optuna_g1_stiff4.0x_damp4.0x_lb0.57_ub0.49_20260129_075346,2026-01-29T07:57:20.213100
18,0.47920785758232975,1.6980663112469967,0.8137267190454028,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,213.105942,optuna_g1_stiff4.0x_damp4.0x_lb0.48_ub0.81_20260129_075720,2026-01-29T08:00:53.326710
19,1.0679642917814776,1.2990265307106752,1.387313948875776,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,210.526658,optuna_g1_stiff4.0x_damp4.0x_lb1.07_ub1.39_20260129_080053,2026-01-29T08:04:23.861354
20,1.9746394032192949,0.052736168811615025,0.10413491691023949,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,197.92375,optuna_g1_stiff4.0x_damp4.0x_lb1.97_ub0.10_20260129_080423,2026-01-29T08:07:41.794712
21,0.24754260430851868,1.908260014667732,0.4723756537286624,100.0,100.0,0.9387944852063823,0.1137,0.2209,0.1823,0.2255,best,4.0,4.0,COMPLETE,1240.176137,optuna_g1_stiff4.0x_damp4.0x_lb0.25_ub0.47_20260129_080741,2026-01-29T08:28:21.981927
22,0.30943205438649524,1.8075697929470707,0.5593200344785839,100.0,100.0,0.91188894486449,0.1518,0.2443,0.2114,0.2472,best,4.0,4.0,COMPLETE,1251.025426,optuna_g1_stiff4.0x_damp4.0x_lb0.31_ub0.56_20260129_082822,2026-01-29T08:49:13.023185
23,0.41191103533194956,1.9920330634948713,0.8205404015996477,98.0,98.0,0.8860778895815385,0.1053,0.2805,0.2559,0.3986,best,4.0,4.0,COMPLETE,1266.889213,optuna_g1_stiff4.0x_damp4.0x_lb0.41_ub0.82_20260129_084913,2026-01-29T09:10:19.921003
24,1.0197960767997718,1.7447981681839129,1.7793383267213827,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,209.499788,optuna_g1_stiff4.0x_damp4.0x_lb1.02_ub1.78_20260129_091019,2026-01-29T09:13:49.428809
25,0.2860139154864648,1.420704755113646,0.4063413297602931,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,204.615471,optuna_g1_stiff4.0x_damp4.0x_lb0.29_ub0.41_20260129_091349,2026-01-29T09:17:14.051546
26,0.898693025872835,1.8078980148892698,1.6247453374703296,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,222.014144,optuna_g1_stiff4.0x_damp4.0x_lb0.90_ub1.62_20260129_091714,2026-01-29T09:20:56.073518
27,1.3786720764028706,1.5498120847606927,2.1366826449312857,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,221.533232,optuna_g1_stiff4.0x_damp4.0x_lb1.38_ub2.14_20260129_092056,2026-01-29T09:24:37.614736
28,0.39279961620716536,1.7972338031565442,0.7059527481144348,100.0,100.0,0.9146520777589429,0.1165,0.247,0.2302,0.3951,best,4.0,4.0,COMPLETE,1261.413957,optuna_g1_stiff4.0x_damp4.0x_lb0.39_ub0.71_20260129_092437,2026-01-29T09:45:39.039680
29,1.6376826354258809,1.9971053336792515,3.2706247260829198,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,220.299083,optuna_g1_stiff4.0x_damp4.0x_lb1.64_ub3.27_20260129_094539,2026-01-29T09:49:19.346804
30,1.4915807376153787,1.0656436191184004,1.5894934954397455,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,186.624598,optuna_g1_stiff4.0x_damp4.0x_lb1.49_ub1.59_20260129_094919,2026-01-29T09:52:25.978750
31,0.28936113157394905,1.8030546461532622,0.5217339327005742,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,204.92562,optuna_g1_stiff4.0x_damp4.0x_lb0.29_ub0.52_20260129_095225,2026-01-29T09:55:50.911780
32,0.4057343793675616,1.8631445155047948,0.7559417836704142,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,225.229541,optuna_g1_stiff4.0x_damp4.0x_lb0.41_ub0.76_20260129_095550,2026-01-29T09:59:36.148685
33,0.6712331452904566,1.441378590944709,0.9675010851541435,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,189.233216,optuna_g1_stiff4.0x_damp4.0x_lb0.67_ub0.97_20260129_095936,2026-01-29T10:02:45.391059
34,0.2785586377806973,1.8129868324643055,0.5050231423655982,100.0,100.0,0.914508313225183,0.1651,0.2964,0.1949,0.2542,best,4.0,4.0,COMPLETE,1278.572218,optuna_g1_stiff4.0x_damp4.0x_lb0.28_ub0.51_20260129_100245,2026-01-29T10:24:03.972458
35,0.6467464433569576,1.517761327476559,0.9816067404101991,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,229.598605,optuna_g1_stiff4.0x_damp4.0x_lb0.65_ub0.98_20260129_102403,2026-01-29T10:27:53.581212
36,2.682180570419546,1.1990036765138388,3.215944365007021,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,223.902105,optuna_g1_stiff4.0x_damp4.0x_lb2.68_ub3.22_20260129_102753,2026-01-29T10:31:37.490696
37,0.8580235698361522,1.6917308340913912,1.4515449294689868,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,134.291797,optuna_g1_stiff4.0x_damp4.0x_lb0.86_ub1.45_20260129_103137,2026-01-29T10:33:51.790280
38,0.24729300054287962,1.3327492721144831,0.3295795664725293,97.0,97.0,0.894667305258411,0.1431,0.2768,0.1966,0.2428,best,4.0,4.0,COMPLETE,835.918286,optuna_g1_stiff4.0x_damp4.0x_lb0.25_ub0.33_20260129_103351,2026-01-29T10:47:47.716667
39,3.0549895796594115,1.860016286665424,5.682330373759663,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,197.288949,optuna_g1_stiff4.0x_damp4.0x_lb3.05_ub5.68_20260129_104747,2026-01-29T10:51:05.013713
40,1.288420809528052,1.925931525998675,2.4814102558228095,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,220.912991,optuna_g1_stiff4.0x_damp4.0x_lb1.29_ub2.48_20260129_105105,2026-01-29T10:54:45.934056
41,0.2225112390029944,1.77627257003935,0.39524061036648894,100.0,100.0,0.9414143769004109,0.1206,0.237,0.1714,0.2261,latest,4.0,4.0,COMPLETE,1233.889187,optuna_g1_stiff4.0x_damp4.0x_lb0.22_ub0.40_20260129_105445,2026-01-29T11:15:19.834221
42,0.2055777382575178,1.7716956949053797,0.36422119383922924,100.0,100.0,0.944111785024597,0.1249,0.2288,0.1616,0.2731,best,4.0,4.0,COMPLETE,1226.210111,optuna_g1_stiff4.0x_damp4.0x_lb0.21_ub0.36_20260129_111519,2026-01-29T11:35:46.059998
43,0.16877264136453754,1.4936298456531207,0.2520838542717837,99.0,99.0,0.9244192263498492,0.1571,0.2888,0.1582,0.2108,best,4.0,4.0,COMPLETE,1205.735328,optuna_g1_stiff4.0x_damp4.0x_lb0.17_ub0.25_20260129_113546,2026-01-29T11:55:51.812120
44,0.19795079498469473,1.627987411155663,0.32226140226333855,100.0,100.0,0.9246978822524641,0.1508,0.303,0.1852,0.2493,best,4.0,4.0,COMPLETE,1239.424491,optuna_g1_stiff4.0x_damp4.0x_lb0.20_ub0.32_20260129_115551,2026-01-29T12:16:31.245783
45,0.5498613459105279,1.6168918272334079,0.8890663163142944,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,224.089837,optuna_g1_stiff4.0x_damp4.0x_lb0.55_ub0.89_20260129_121631,2026-01-29T12:20:15.344571
46,0.029933499362899185,1.7073456832277158,0.051106830921145506,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,206.901181,optuna_g1_stiff4.0x_damp4.0x_lb0.03_ub0.05_20260129_122015,2026-01-29T12:23:42.255513
47,0.77766310174685,1.9054725918001798,1.4818157260329372,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,224.20889,optuna_g1_stiff4.0x_damp4.0x_lb0.78_ub1.48_20260129_122342,2026-01-29T12:27:26.473705
48,0.16178801628602613,1.6164906495268525,0.26152881553185936,97.0,97.0,0.8930106510274437,0.1649,0.3124,0.1817,0.2473,best,4.0,4.0,COMPLETE,1258.023756,optuna_g1_stiff4.0x_damp4.0x_lb0.16_ub0.26_20260129_122726,2026-01-29T12:48:24.507708
49,3.7073717187168174,1.3690621363707614,5.075622245546987,N/A,N/A,0.0,N/A,N/A,N/A,N/A,best,4.0,4.0,PRUNED,204.968323,optuna_g1_stiff4.0x_damp4.0x_lb3.71_ub5.08_20260129_124824,2026-01-29T12:51:49.484617
