trial_number,base_action_scale,wrist_scale_factor,wrist_action_scale,best_reward,success_rate,lift_goal_fine_rate,pos_violation_rate,vel_violation_rate,torque_violation_rate,torque_rate_violation_rate,strict_success,state,duration_seconds,experiment_name,timestamp
28,0.7252037515598939,0.8104282611166308,0.587725615331942,214.57766723632812,0.6635161496976842,0.82,1.0,1.0,1.0,1.0,False,COMPLETE,1007.311152,optuna_tpe_K512_D24_base0.725_wrist0.588,2026-01-23T21:41:24.600801
29,2.074236821255001,0.9238882349756325,1.9163629957107493,232.18360900878906,0.7698577916635456,0.95,1.0,1.0,1.0,1.0,False,COMPLETE,601.366144,optuna_tpe_K512_D24_base2.074_wrist1.916,2026-01-23T21:51:25.990068
30,2.7705721142245308,0.5779552396410899,1.6012666702195597,202.05624389648438,0.3591711453871919,0.15,1.0,1.0,1.0,1.0,False,COMPLETE,1351.638775,optuna_tpe_K512_D24_base2.771_wrist1.601,2026-01-23T22:13:57.651408
31,1.8038694632955115,0.9172628465898137,1.6546224387788804,222.9412384033203,0.7057259440867657,0.85,1.0,1.0,1.0,1.0,False,COMPLETE,540.718813,optuna_tpe_K512_D24_base1.804_wrist1.655,2026-01-23T22:22:58.391925
32,2.2221433897617837,0.7984437622951315,1.7742565284806553,130.47958374023438,0.1460276484085746,0.0,1.0,1.0,1.0,1.0,False,COMPLETE,1385.01557,optuna_tpe_K512_D24_base2.222_wrist1.774,2026-01-23T22:46:03.429561
33,3.2445381773798,0.9318774313115543,3.0235119025289605,198.09359741210938,0.6615778733299174,0.82,1.0,1.0,1.0,1.0,False,COMPLETE,1167.940623,optuna_tpe_K512_D24_base3.245_wrist3.024,2026-01-23T23:05:31.392826
34,1.5864266970687004,0.6632960893935987,1.0522706242752724,234.0259246826172,0.7292324537266163,0.97,1.0,1.0,1.0,1.0,False,COMPLETE,689.736295,optuna_tpe_K512_D24_base1.586_wrist1.052,2026-01-23T23:17:01.150730
35,1.1622925146701515,0.8062744791106607,0.9371267918398964,141.00474548339844,0.19522973491209997,0.09,1.0,1.0,1.0,1.0,False,COMPLETE,621.993372,optuna_tpe_K512_D24_base1.162_wrist0.937,2026-01-23T23:27:23.165644
36,3.9286356866968974,0.7276956269220891,2.858851008979391,222.18905639648438,0.6972793373591841,0.94,1.0,1.0,1.0,1.0,False,COMPLETE,906.395067,optuna_tpe_K512_D24_base3.929_wrist2.859,2026-01-23T23:42:29.583880
37,2.795158847927822,0.8821214469121528,2.4656695672833964,228.7101287841797,0.7237336311880103,0.93,1.0,1.0,1.0,1.0,False,COMPLETE,904.238135,optuna_tpe_K512_D24_base2.795_wrist2.466,2026-01-23T23:57:33.845051
38,3.557835155983987,0.9428877376693805,3.354639141226329,238.77919006347656,0.8063786071139682,0.99,1.0,1.0,1.0,1.0,False,COMPLETE,700.193645,optuna_tpe_K512_D24_base3.558_wrist3.355,2026-01-24T00:09:14.065683
39,3.4628563357542315,0.005540375574111189,0.01918552465926892,245.38180541992188,0.6991958296931817,0.89,0.2,1.0,1.0,1.0,False,COMPLETE,664.653318,optuna_tpe_K512_D24_base3.463_wrist0.019,2026-01-24T00:20:18.748969
40,3.6288825060399326,0.4177951386140436,1.5161294696250316,230.5107879638672,0.7111297825793105,0.94,1.0,1.0,1.0,1.0,False,COMPLETE,701.113303,optuna_tpe_K512_D24_base3.629_wrist1.516,2026-01-24T00:31:59.884394
41,3.608936827544076,0.9514882826665346,3.4338611042919243,212.39584350585938,0.6377837132666823,0.81,1.0,1.0,1.0,1.0,False,COMPLETE,1393.260605,optuna_tpe_K512_D24_base3.609_wrist3.434,2026-01-24T00:55:13.168981
42,0.5868002429184531,0.888697485289511,0.5214879002489035,245.08241271972656,0.7687455591152201,0.94,1.0,1.0,1.0,1.0,False,COMPLETE,842.262211,optuna_tpe_K512_D24_base0.587_wrist0.521,2026-01-24T01:09:15.479161
43,3.192264125199137,0.7864642894500784,2.5106017369617155,247.88392639160156,0.7913456713794372,0.99,0.99,1.0,1.0,1.0,False,COMPLETE,969.547858,optuna_tpe_K512_D24_base3.192_wrist2.511,2026-01-24T01:25:25.057106
44,3.1384489867004737,0.797974522023751,2.504402330058236,2.824345350265503,0.0,0.0,1.0,1.0,1.0,1.0,False,COMPLETE,651.911871,optuna_tpe_K512_D24_base3.138_wrist2.504,2026-01-24T01:36:17.020509
45,3.7528493180602895,0.7046973877056377,2.64462311088997,235.98471069335938,0.7313504269138272,0.9,1.0,1.0,1.0,1.0,False,COMPLETE,1082.200666,optuna_tpe_K512_D24_base3.753_wrist2.645,2026-01-24T01:54:19.257107
46,2.7283764681204334,0.773717512403677,2.110992653814872,240.92559814453125,0.7788661367891032,0.99,0.99,1.0,1.0,1.0,False,COMPLETE,1097.291091,optuna_tpe_K512_D24_base2.728_wrist2.111,2026-01-24T02:12:36.571744
47,3.3205602977085746,0.12481541571784749,0.41445711397467516,145.80352783203125,0.2772171810935206,0.05,1.0,1.0,1.0,1.0,False,COMPLETE,1354.062626,optuna_tpe_K512_D24_base3.321_wrist0.414,2026-01-24T02:35:10.666245
48,3.999170746573135,0.2591315770887854,1.036311422606832,107.1725082397461,0.0796556958984245,0.0,1.01,1.01,1.01,1.01,False,COMPLETE,571.317316,optuna_tpe_K512_D24_base3.999_wrist1.036,2026-01-24T02:44:42.028787
49,2.9118124385606716,0.9976134897128499,2.904863368221795,224.5030059814453,0.6838641995510969,0.86,1.0,1.0,1.0,1.0,False,COMPLETE,938.330082,optuna_tpe_K512_D24_base2.912_wrist2.905,2026-01-24T03:00:20.380985
