trial_number,base_action_scale,wrist_scale_factor,wrist_action_scale,best_reward,success_rate,pos_violation_rate,vel_violation_rate,torque_violation_rate,state,duration_seconds,experiment_name,timestamp
10,0.0015656161318153838,0.36272275755499794,0.0005678846006046651,0.01237427070736885,0.0,0.0,0.0,0.0,COMPLETE,159.263718,optuna_tpe_K512_D24_base0.002_wrist0.001,2026-01-20T17:23:27.611723
11,0.7357462519240663,0.2644013072415655,0.19453227080680532,0.0006250306614674628,0.0,1.0,1.0,1.0,COMPLETE,139.792377,optuna_tpe_K512_D24_base0.736_wrist0.195,2026-01-20T17:25:47.412440
12,0.7248118898371336,0.4582166108651634,0.3321208476759456,0.0004010989796370268,0.0,1.0,1.0,1.0,COMPLETE,139.548234,optuna_tpe_K512_D24_base0.725_wrist0.332,2026-01-20T17:28:06.968882
13,0.7175477088481391,0.19378994449049486,0.13905353066696266,0.0007355614798143506,0.0,1.0,1.0,1.0,COMPLETE,165.31395,optuna_tpe_K512_D24_base0.718_wrist0.139,2026-01-20T17:30:52.290013
14,0.3585117077117393,0.47562077279875975,0.17051561547926053,0.0007710576755926013,0.0,1.0,1.0,1.0,COMPLETE,268.803917,optuna_tpe_K512_D24_base0.359_wrist0.171,2026-01-20T17:35:21.102271
15,0.1542024859935336,0.11803321749556323,0.018201015567631294,1.4620722532272339,1.0,0.0,0.95,0.97,COMPLETE,474.400337,optuna_tpe_K512_D24_base0.154_wrist0.018,2026-01-20T17:43:15.510790
16,0.14575492070801205,0.14691022322050845,0.02141288793670156,0.01334373652935028,0.0,0.7,0.61,0.44,COMPLETE,695.705162,optuna_tpe_K512_D24_base0.146_wrist0.021,2026-01-20T17:54:51.227402
17,0.19937741183576585,0.6520176304834124,0.12999758763707153,1.9582009315490723,1.0,0.0,1.0,1.0,COMPLETE,489.877287,optuna_tpe_K512_D24_base0.199_wrist0.130,2026-01-20T18:03:01.114884
18,0.17989957678074556,0.725079357738821,0.1304414695896687,0.0014189209323376417,0.0,1.0,1.0,1.0,COMPLETE,386.799301,optuna_tpe_K512_D24_base0.180_wrist0.130,2026-01-20T18:09:27.924103
19,0.0013162660982799779,0.5838071075447648,0.0007684455035960671,0.012308537028729916,0.0,0.0,0.0,0.0,COMPLETE,262.527226,optuna_tpe_K512_D24_base0.001_wrist0.001,2026-01-20T18:13:50.460211
20,0.2362575116849961,0.7414033223365479,0.1751621040902219,0.0008964455337263644,0.0,1.0,1.0,1.0,COMPLETE,254.152961,optuna_tpe_K512_D24_base0.236_wrist0.175,2026-01-20T18:18:04.623769
21,0.08923579680607961,0.40058443113941156,0.03574647090083552,1.7189691066741943,1.0,0.0,0.43,0.27,COMPLETE,243.520409,optuna_tpe_K512_D24_base0.089_wrist0.036,2026-01-20T18:22:08.153242
22,0.08812806765839956,0.567534875660078,0.05001575192067274,1.9005300998687744,1.0,0.0,0.45,0.96,COMPLETE,381.77671,optuna_tpe_K512_D24_base0.088_wrist0.050,2026-01-20T18:28:29.940187
23,0.28761217488337376,0.10446254862485484,0.030044700803854685,0.0012049716897308826,0.0,1.0,1.0,1.0,COMPLETE,244.62573,optuna_tpe_K512_D24_base0.288_wrist0.030,2026-01-20T18:32:34.576306
24,0.45332648151503807,0.6721695791486422,0.30471227029689785,0.00048284707008861005,0.0,1.0,1.0,1.0,COMPLETE,244.131481,optuna_tpe_K512_D24_base0.453_wrist0.305,2026-01-20T18:36:38.716320
25,0.0965756660689684,0.4274401192148767,0.041280314217775976,1.483730673789978,1.0,0.0,0.08,0.0,COMPLETE,597.456814,optuna_tpe_K512_D24_base0.097_wrist0.041,2026-01-20T18:46:36.180240
26,0.20785376280690185,0.21606009538701137,0.04490890381860845,1.6725075244903564,1.0,0.0,0.87,0.96,COMPLETE,819.168107,optuna_tpe_K512_D24_base0.208_wrist0.045,2026-01-20T19:00:15.357122
27,0.0790515778353057,0.535925876426701,0.042365786134299775,1.8376199007034302,1.0,0.0,0.15,1.0,COMPLETE,367.732776,optuna_tpe_K512_D24_base0.079_wrist0.042,2026-01-20T19:06:23.100000
28,0.2597163185459702,0.33643785388845526,0.08737840083141662,0.0011809812858700752,0.0,1.0,0.99,0.99,COMPLETE,341.521972,optuna_tpe_K512_D24_base0.260_wrist0.087,2026-01-20T19:12:04.631931
29,0.3977240166653598,0.8111601119298486,0.3226178578754622,0.0004468777042347938,0.0,1.0,1.0,1.0,COMPLETE,285.053841,optuna_tpe_K512_D24_base0.398_wrist0.323,2026-01-20T19:16:49.695770
30,0.15481758530002562,0.40218814575607237,0.06226579756224987,0.0022476904559880495,0.0,1.0,1.0,1.0,COMPLETE,254.571751,optuna_tpe_K512_D24_base0.155_wrist0.062,2026-01-20T19:21:04.276834
31,0.07411984946549993,0.54364644534565,0.04029499269147371,0.004229191690683365,0.0,1.0,0.63,0.1,COMPLETE,284.881971,optuna_tpe_K512_D24_base0.074_wrist0.040,2026-01-20T19:25:49.167348
32,0.11976359508442345,0.6283507642954334,0.07525354650606628,0.0029715728014707565,0.0,1.0,1.0,0.92,COMPLETE,269.411017,optuna_tpe_K512_D24_base0.120_wrist0.075,2026-01-20T19:30:18.588590
33,0.05124207692532956,0.2906802758821318,0.014895061057428216,1.3496145009994507,0.97,0.0,0.0,0.0,COMPLETE,393.824381,optuna_tpe_K512_D24_base0.051_wrist0.015,2026-01-20T19:36:52.421649
34,0.1938059797836616,0.5065462655736379,0.09817169530525374,0.001494046300649643,0.0,1.0,1.0,1.0,COMPLETE,269.379783,optuna_tpe_K512_D24_base0.194_wrist0.098,2026-01-20T19:41:21.811237
35,0.3249489462271715,0.766817629415115,0.24917658062685935,0.0005685859359800816,0.0,1.0,1.0,1.0,COMPLETE,241.478568,optuna_tpe_K512_D24_base0.325_wrist0.249,2026-01-20T19:45:23.298165
36,0.23795180884079437,0.6276380584283492,0.14934761130034988,0.0009945511119440198,0.0,1.0,1.0,1.0,COMPLETE,276.435599,optuna_tpe_K512_D24_base0.238_wrist0.149,2026-01-20T19:49:59.740827
37,0.037125869804441554,0.38180895195322556,0.014174989440385734,1.0544463396072388,0.93,0.01,0.0,0.0,COMPLETE,387.029568,optuna_tpe_K512_D24_base0.037_wrist0.014,2026-01-20T19:56:26.777736
38,0.4422105527155964,0.8859538368063822,0.39177813585465354,0.00037394982064142823,0.0,1.0,1.0,1.0,COMPLETE,259.49549,optuna_tpe_K512_D24_base0.442_wrist0.392,2026-01-20T20:00:46.283237
39,0.14086682986964366,0.018505041322981516,0.002606746507775163,0.002481732051819563,0.0,1.0,1.0,1.0,COMPLETE,239.505826,optuna_tpe_K512_D24_base0.141_wrist0.003,2026-01-20T20:04:45.799231
40,0.552241028631747,0.6742290338515906,0.3723369351875913,0.0003798209363594651,0.0,1.0,1.0,1.0,COMPLETE,314.160335,optuna_tpe_K512_D24_base0.552_wrist0.372,2026-01-20T20:09:59.966768
41,0.10807994178567928,0.425959601817724,0.04603768896751074,0.010867830365896225,0.0,0.24,0.01,0.02,COMPLETE,577.831441,optuna_tpe_K512_D24_base0.108_wrist0.046,2026-01-20T20:19:37.805226
42,0.0882182230673144,0.44258690656826755,0.039044230450312065,1.793790340423584,1.0,0.0,0.32,0.1,COMPLETE,746.75,optuna_tpe_K512_D24_base0.088_wrist0.039,2026-01-20T20:32:04.563863
43,0.0373253208242173,0.5780206400928628,0.021574805834485546,1.6207979917526245,0.99,0.01,0.0,0.0,COMPLETE,453.379334,optuna_tpe_K512_D24_base0.037_wrist0.022,2026-01-20T20:39:37.955703
44,0.18416315597086252,0.32754901047804863,0.060322459504770554,0.0017773539293557405,0.0,1.0,1.0,1.0,COMPLETE,238.816482,optuna_tpe_K512_D24_base0.184_wrist0.060,2026-01-20T20:43:36.782608
45,0.648244614439582,0.24135289091800952,0.15645571171702358,0.0007387611549347639,0.0,1.0,1.0,1.0,COMPLETE,254.397289,optuna_tpe_K512_D24_base0.648_wrist0.156,2026-01-20T20:47:51.187987
46,0.2910917879738442,0.4935113008729408,0.14365708695640214,0.0009032705565914512,0.0,1.0,1.0,1.0,COMPLETE,392.443205,optuna_tpe_K512_D24_base0.291_wrist0.144,2026-01-20T20:54:23.639999
47,0.12561054590431192,0.15402060485742228,0.01934661225665313,1.471827507019043,0.9,0.1,0.56,0.37,COMPLETE,623.77168,optuna_tpe_K512_D24_base0.126_wrist0.019,2026-01-20T21:04:47.420658
48,0.004912912700282046,0.6250413670701835,0.003070773670480757,0.014347201213240623,0.0,0.0,0.0,0.0,COMPLETE,388.435903,optuna_tpe_K512_D24_base0.005_wrist0.003,2026-01-20T21:11:15.868007
49,0.8071234660142481,0.5481798387802319,0.4424488114754325,0.0003386150347068906,0.0,1.0,1.0,1.0,COMPLETE,233.155436,optuna_tpe_K512_D24_base0.807_wrist0.442,2026-01-20T21:15:09.033415
