trial_number,base_action_scale,wrist_scale_factor,wrist_action_scale,best_reward,success_rate,pos_violation_rate,vel_violation_rate,torque_violation_rate,state,duration_seconds,experiment_name,timestamp
24,0.755996476526767,0.19228249718911328,0.14536489037273762,0.015328586101531982,0.0,0.25,0.01,0.0,COMPLETE,327.344617,optuna_tpe_K16_D2_base0.756_wrist0.145,2026-01-19T15:01:09.964796
25,0.8999999415482006,0.013182241212251922,0.011864016320501011,0.008011349476873875,0.0,0.73,0.12,0.0,COMPLETE,313.376636,optuna_tpe_K16_D2_base0.900_wrist0.012,2026-01-19T15:06:23.348372
26,0.6024827841352544,0.2935347533068826,0.1768496354127857,0.015227548778057098,0.0,0.31,0.01,0.0,COMPLETE,365.082772,optuna_tpe_K16_D2_base0.602_wrist0.177,2026-01-19T15:12:28.438988
27,0.8303528749921933,0.3985046692394937,0.33089949780082667,0.003232160583138466,0.0,0.94,0.26,0.0,COMPLETE,355.596682,optuna_tpe_K16_D2_base0.830_wrist0.331,2026-01-19T15:18:24.044131
28,0.037264164734571614,0.5802212463341163,0.021621460105892967,0.016299355775117874,0.0,0.0,0.0,0.0,COMPLETE,275.164904,optuna_tpe_K16_D2_base0.037_wrist0.022,2026-01-19T15:22:59.215735
29,0.9395571918787728,0.23534033937228685,0.22111570839642325,0.002324701054021716,0.0,1.0,0.98,0.1,COMPLETE,318.91007,optuna_tpe_K16_D2_base0.940_wrist0.221,2026-01-19T15:28:18.132817
30,0.7161857243890218,0.47118759522457054,0.3374578292090303,0.013613114133477211,0.0,0.45,0.0,0.0,COMPLETE,436.368518,optuna_tpe_K16_D2_base0.716_wrist0.337,2026-01-19T15:35:34.510002
31,0.9966583268627054,0.8450136016934277,0.8421898424400002,0.001313700107857585,0.0,1.0,1.0,1.0,COMPLETE,153.933941,optuna_tpe_K16_D2_base0.997_wrist0.842,2026-01-19T15:38:08.452073
32,0.9338347236431452,0.988452435794439,0.9230512072144936,1.5242760181427002,1.0,0.0,0.75,0.75,COMPLETE,432.347286,optuna_tpe_K16_D2_base0.934_wrist0.923,2026-01-19T15:45:20.812505
33,0.8527568495944446,0.7847018903633297,0.6691599118970384,0.0019850698299705982,0.0,1.0,1.0,0.87,COMPLETE,143.740211,optuna_tpe_K16_D2_base0.853_wrist0.669,2026-01-19T15:47:44.562371
34,0.9979433195619161,0.6907964293261859,0.6893756818232925,0.0016066385433077812,0.0,1.0,1.0,0.77,COMPLETE,159.172266,optuna_tpe_K16_D2_base0.998_wrist0.689,2026-01-19T15:50:23.741585
35,0.8149822829201351,0.8064122823896176,0.6572117228767272,0.1773258000612259,0.0,0.0,0.05,0.09,COMPLETE,475.712215,optuna_tpe_K16_D2_base0.815_wrist0.657,2026-01-19T15:58:19.460811
36,0.9009182920172791,0.7176974191286195,0.6465867330265652,0.0019326217006891966,0.0,1.0,1.0,0.96,COMPLETE,277.411267,optuna_tpe_K16_D2_base0.901_wrist0.647,2026-01-19T16:02:56.880564
37,0.6293814763150839,0.15056492215165634,0.09476277298507514,0.017456036061048508,0.0,0.36,0.25,0.01,COMPLETE,398.799244,optuna_tpe_K16_D2_base0.629_wrist0.095,2026-01-19T16:09:35.687811
38,0.7485854830218375,0.5166757348230342,0.3867759545181639,0.003501438768580556,0.0,1.0,1.0,0.32,COMPLETE,213.823878,optuna_tpe_K16_D2_base0.749_wrist0.387,2026-01-19T16:13:09.518967
39,0.454842664240656,0.6408544860178247,0.2914879618109236,0.004658858757466078,0.0,1.0,0.96,0.05,COMPLETE,164.489906,optuna_tpe_K16_D2_base0.455_wrist0.291,2026-01-19T16:15:54.017225
40,0.9417687053187922,0.7587111831715125,0.7145304486863243,0.001659369096159935,0.0,1.0,1.0,0.64,COMPLETE,147.649679,optuna_tpe_K16_D2_base0.942_wrist0.715,2026-01-19T16:18:21.676670
41,0.9081322524150215,0.9681491533816384,0.8792074713341634,1.8848010301589966,1.0,0.0,0.75,0.95,COMPLETE,508.656999,optuna_tpe_K16_D2_base0.908_wrist0.879,2026-01-19T16:26:50.343098
42,0.938405341751802,0.9934456375350714,0.9322546930029355,0.001258435077033937,0.0,1.0,1.0,1.0,COMPLETE,146.823758,optuna_tpe_K16_D2_base0.938_wrist0.932,2026-01-19T16:29:17.178047
43,0.8394922867631697,0.8687802036465959,0.729334279853853,0.0018363941926509142,0.0,1.0,1.0,1.0,COMPLETE,183.048319,optuna_tpe_K16_D2_base0.839_wrist0.729,2026-01-19T16:32:20.236272
44,0.9468844231543426,0.9312259801798762,0.8817633750689594,0.001324985409155488,0.0,1.0,1.0,1.0,COMPLETE,170.184255,optuna_tpe_K16_D2_base0.947_wrist0.882,2026-01-19T16:35:10.428963
45,0.8664238137812135,0.8215457114393296,0.7118067685008643,1.9440686702728271,1.0,0.0,0.9,0.96,COMPLETE,452.228666,optuna_tpe_K16_D2_base0.866_wrist0.712,2026-01-19T16:42:42.667233
46,0.7939926962109025,0.3491310200147414,0.2772074799123671,1.488525629043579,0.99,0.0,0.08,0.0,COMPLETE,562.129392,optuna_tpe_K16_D2_base0.794_wrist0.277,2026-01-19T16:52:04.825874
47,0.9745951038807132,0.9330087356246533,0.9093057456177218,0.0012497507268562913,0.0,1.0,0.99,1.0,COMPLETE,210.753669,optuna_tpe_K16_D2_base0.975_wrist0.909,2026-01-19T16:55:35.587583
48,0.24715257988358408,0.27816879386823906,0.06875013504764019,0.2797141671180725,0.0,0.33,0.0,0.01,COMPLETE,406.424412,optuna_tpe_K16_D2_base0.247_wrist0.069,2026-01-19T17:02:22.018769
49,0.8717387036442266,0.7478905334900432,0.6519651241323993,0.0019907306414097548,0.0,1.0,1.0,0.92,COMPLETE,223.971411,optuna_tpe_K16_D2_base0.872_wrist0.652,2026-01-19T17:06:05.997028
