trial_number,base_action_scale,wrist_scale_factor,wrist_action_scale,best_reward,success_rate,lift_goal_fine_rate,pos_violation_rate,vel_violation_rate,torque_violation_rate,torque_rate_violation_rate,strict_success,state,duration_seconds,experiment_name,timestamp
0,2.248498968044845,0.7010704105290744,1.5763560946013995,207.9163360595703,0.6270512881023147,0.7,0.67,1.0,1.0,1.0,False,COMPLETE,1585.436441,optuna_tpe_K16_D24_base2.248_wrist1.576,2026-01-22T18:46:08.580647
1,0.35952262708954486,0.1381318555887896,0.04966152760603527,8.036341667175293,0.00389774237663048,0.0,0.0,0.0,0.0,0.03,False,COMPLETE,1167.478232,optuna_tpe_K16_D24_base0.360_wrist0.050,2026-01-22T19:05:36.068821
2,0.07978551428638303,0.8061486606628738,0.06431898548226626,1.1604240901519347e-09,0.0,0.0,0.0,0.0,0.0,0.0,False,COMPLETE,1398.115628,optuna_tpe_K16_D24_base0.080_wrist0.064,2026-01-22T19:28:54.192256
3,1.0945280082695135,0.6599643020296858,0.7223494130295316,112.1684341430664,0.06436104158778462,0.0,0.18,0.0,0.46,0.95,False,COMPLETE,581.945151,optuna_tpe_K16_D24_base1.095_wrist0.722,2026-01-22T19:38:36.145085
4,1.8356661916490964,0.33887174946112997,0.6220554137907792,142.0047149658203,0.08995798060039883,0.0,0.01,0.76,0.97,1.0,False,COMPLETE,1003.415869,optuna_tpe_K16_D24_base1.836_wrist0.622,2026-01-22T19:55:19.572138
5,1.5969685198606594,0.050169683995417214,0.08011940599203844,214.6546630859375,0.6379310879206337,0.76,0.0,1.0,0.38,1.0,False,COMPLETE,1778.523832,optuna_tpe_K16_D24_base1.597_wrist0.080,2026-01-22T20:24:58.107248
6,1.03740999968614,0.8161176516990807,0.8466486127929965,36.69150924682617,0.0,0.0,0.0,0.0,1.0,0.99,False,COMPLETE,435.046465,optuna_tpe_K16_D24_base1.037_wrist0.847,2026-01-22T20:32:13.163764
7,3.4447026629245765,0.7069390960921142,2.435194986833999,227.22662353515625,0.7700012335781256,0.98,0.57,1.0,1.0,1.0,False,COMPLETE,656.89144,optuna_tpe_K16_D24_base3.445_wrist2.435,2026-01-22T20:43:10.064761
8,2.329228234798184,0.06010842838816066,0.1400062485510485,236.00042724609375,0.7963145806744153,0.99,0.0,1.0,0.47,1.0,False,COMPLETE,865.293623,optuna_tpe_K16_D24_base2.329_wrist0.140,2026-01-22T20:57:35.375137
10,0.5887522681035562,0.3837242676873991,0.22591853292733236,28.858762741088867,0.0,0.0,0.0,0.0,0.01,0.44,False,COMPLETE,849.565448,optuna_tpe_K16_D24_base0.589_wrist0.226,2026-01-22T21:12:54.718703
11,2.9867720686035337,0.26419785214607966,0.7890987653749569,219.7884521484375,0.5599638582795352,0.55,1.0,1.0,0.98,1.0,False,COMPLETE,1084.984145,optuna_tpe_K16_D24_base2.987_wrist0.789,2026-01-22T21:30:59.710133
12,3.8746212086251033,0.978806906550862,3.7925059992706993,220.80319213867188,0.7105578378437032,0.91,1.0,1.0,1.0,1.0,False,COMPLETE,1866.165854,optuna_tpe_K16_D24_base3.875_wrist3.793,2026-01-22T22:02:05.884725
14,3.1174300723600505,0.5195422934833537,1.619636769567918,203.199951171875,0.40529613470712816,0.15,0.0,1.0,1.0,1.0,False,COMPLETE,1130.468419,optuna_tpe_K16_D24_base3.117_wrist1.620,2026-01-22T22:21:30.460486
15,2.689326560750653,0.5232667707503441,1.4072352249371232,212.37948608398438,0.7080460616858478,0.91,1.0,1.0,1.0,1.0,False,COMPLETE,1313.172643,optuna_tpe_K16_D24_base2.689_wrist1.407,2026-01-22T22:43:23.641098
16,3.979028228804464,0.007810781272653049,0.031079319172903738,234.24452209472656,0.709040697759763,0.93,0.0,1.0,0.85,1.0,False,COMPLETE,991.953306,optuna_tpe_K16_D24_base3.979_wrist0.031,2026-01-22T22:59:55.603287
17,3.3953870929247714,0.9897590970296701,3.3606152631594184,222.78892517089844,0.611993703347422,0.78,1.0,1.0,1.0,1.0,False,COMPLETE,3007.702158,optuna_tpe_K16_D24_base3.395_wrist3.361,2026-01-22T23:50:03.315183
18,2.279967633504342,0.642572712371442,1.4650449863799828,149.37115478515625,0.33861330723431116,0.09,1.0,1.0,1.0,1.0,False,COMPLETE,1830.057683,optuna_tpe_K16_D24_base2.280_wrist1.465,2026-01-23T00:20:33.386378
19,2.625979204043547,0.18976752722371854,0.49832558009225253,236.49301147460938,0.7419264049664896,0.98,0.04,1.0,0.98,1.0,False,COMPLETE,1744.478065,optuna_tpe_K16_D24_base2.626_wrist0.498,2026-01-23T00:49:37.875635
20,3.4176282384679526,0.4318338999998925,1.4758477309673788,125.86349487304688,0.09824991518734139,0.0,1.0,1.0,1.0,1.0,False,COMPLETE,3008.9533,optuna_tpe_K16_D24_base3.418_wrist1.476,2026-01-23T01:39:46.845096
21,1.4061632431824695,0.8357151159730577,1.1751518778532886,223.38137817382812,0.8063173057369795,1.0,0.0,0.45,1.0,1.0,False,COMPLETE,2278.212737,optuna_tpe_K16_D24_base1.406_wrist1.175,2026-01-23T02:17:45.076245
22,1.348879356649598,0.8751949560880217,1.180532409310984,144.66651916503906,0.10675306809952247,0.0,0.0,0.03,1.0,1.0,False,COMPLETE,877.915232,optuna_tpe_K16_D24_base1.349_wrist1.181,2026-01-23T02:32:23.014296
23,2.0287655032042275,0.7504114318498905,1.522408826147148,232.8153076171875,0.7245491283126678,0.9,0.01,1.0,1.0,1.0,False,COMPLETE,1732.622643,optuna_tpe_K16_D24_base2.029_wrist1.522,2026-01-23T03:01:15.645141
24,0.8597178402829312,0.5616295720280038,0.48284296270294236,106.9798583984375,0.07645100165682633,0.0,0.01,0.0,0.25,0.87,False,COMPLETE,1157.271049,optuna_tpe_K16_D24_base0.860_wrist0.483,2026-01-23T03:20:32.925271
